"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","VecMismatchID"
"365",18351,"MTD2177","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0587,"event / (1 individual * 24 hour)",0.00092961,0.00092961,"",6.793981e-07,"event / (individual * second)",1.075937e-08,1.075937e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",27,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"366",18352,"MTD2177","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0684,"event / (1 individual * 24 hour)",0.0010143,0.0010143,"",7.916667e-07,"event / (individual * second)",1.173958e-08,1.173958e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"367",18353,"MTD2177","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0592,"event / (1 individual * 24 hour)",0.00084496,0.00084496,"",6.851852e-07,"event / (individual * second)",9.77963e-09,9.77963e-09,"SE",NA,"terrestrial","lab",NA,"",NA,"",32,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"368",18354,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0237,"event / (1 individual * 24 hour)",0.0007607,0.0007607,"",2.743056e-07,"event / (individual * second)",8.804398e-09,8.804398e-09,"SE",NA,"terrestrial","lab",NA,"",NA,"",18,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",18,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",18,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"369",18355,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0354,"event / (1 individual * 24 hour)",0.00050792,0.00050792,"",4.097222e-07,"event / (individual * second)",5.878704e-09,5.878704e-09,"SE",NA,"terrestrial","lab",NA,"",NA,"",21,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",21,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",21,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"370",18356,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0393,"event / (1 individual * 24 hour)",0.00092987,0.00092987,"",4.548611e-07,"event / (individual * second)",1.076238e-08,1.076238e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",24,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"371",18357,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0552,"event / (1 individual * 24 hour)",0.00093014,0.00093014,"",6.388889e-07,"event / (individual * second)",1.076551e-08,1.076551e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",27,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"372",18358,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0603,"event / (1 individual * 24 hour)",0.00092974,0.00092974,"",6.979167e-07,"event / (individual * second)",1.076088e-08,1.076088e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"373",18359,"MTD2178","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0536,"event / (1 individual * 24 hour)",0.0010144,0.0010144,"",6.203704e-07,"event / (individual * second)",1.174074e-08,1.174074e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",32,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia nonagrioides","corn stalkborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","nonagrioides","egg",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"374",18360,"MTD2179","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.028,"event / (1 individual * 24 hour)",0.0010229,0.0010229,"",3.240741e-07,"event / (individual * second)",1.183912e-08,1.183912e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",18,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",18,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia calamistis","durra stemborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","calamistis","egg",18,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"375",18361,"MTD2179","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0375,"event / (1 individual * 24 hour)",0.0010229,0.0010229,"",4.34e-07,"event / (individual * second)",1.183912e-08,1.183912e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",21,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",21,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia calamistis","durra stemborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","calamistis","egg",21,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"376",18362,"MTD2179","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0475,"event / (1 individual * 24 hour)",0.00085243,0.00085243,"",5.497685e-07,"event / (individual * second)",9.866088e-09,9.866088e-09,"SE",NA,"terrestrial","lab",NA,"",NA,"",24,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia calamistis","durra stemborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","calamistis","egg",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"377",18363,"MTD2179","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.0576,"event / (1 individual * 24 hour)",0.00093767,0.00093767,"",6.666667e-07,"event / (individual * second)",1.085266e-08,1.085266e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",27,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia calamistis","durra stemborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","calamistis","egg",27,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
"378",18364,"MTD2179","Development Rate","Rate at which an individual completes development of one or more life stages","Development Rate","Rate at which an individual completes development of one or more life stages",0.07,"event / (1 individual * 24 hour)",0.00093793,0.00093793,"",8.101852e-07,"event / (individual * second)",1.085567e-08,1.085567e-08,"SE",NA,"terrestrial","lab",NA,"",NA,"",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,NA,"not stated",NA,"",NA,NA,"not stated",NA,"","Benin (collected); Nairobi, Kenya (measurement)",NA,NA,"",0,NA,8.972,2.241,"Telenomus isis","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","isis","juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24 + 6 hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Sesamia calamistis","durra stemborer","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sesamia","calamistis","egg",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",108000,"24+6hrs","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.2635157964275e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.2635157964275e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Fig 1","Bruce, A. Y., Schulthess, F. & Mueke, J. 2009. Host Acceptance, Suitability, and Effects of Host Deprivation on the West African Egg Parasitoid Telenomus isis (Hymenoptera: Scelionidae) Reared on East African Stemborers Under Varying Temperature and Relative Humidity Regimens. Environmental Entomology 38(3):904-19","http://dx.doi.org/10.1603/022.038.0345","Biotraits","null@null.invalid","",60
